ResourceID,Activity Method Type,Spatial Accuracy Qualifier,Compiler Name,Geometry Source,Spatial Metadata Description,Locality,Map Reference Name,Role,Activity Phase Description text,External Cross Reference Source,Activity Phase Description Type,External Cross Reference Notes,Road or Street Name,Town or City,To Date,Date Type,Area Type,Geometry,External Cross Reference Number,Number in Road or Street,Location Description Type,Map Reference Type,Postal Code,Activity Description Language,Activity Name,Activity Type,From Date,Location Description text,Location Description Language,Date of Compilation,Activity Description text,Area Name,File,Activity Description Type,Activity Phase Language,Activity Name Type,Resource ID
ea2045ff-8e5e-48fb-addf-5718dbfd5c3b,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2004.74,,,,,,,,,,,,,,,,,,
ea2045ff-8e5e-48fb-addf-5718dbfd5c3b,,,,,,,,,,,,,,,,,,,,,,,,,Anchor Street,,,,,,,,,,,Site Name,
ea21457d-46d3-4c37-b311-f0bccd44b12e,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.532111 53.231036, -0.532148 53.231036, -0.532149 53.231014, -0.532111 53.231013, -0.532111 53.231036)))",9290,,,,,,Test Pit at Monks Road,TEST PIT,,,,,"Archaeological Evaluation in advance of the construction of a new reception building and lift shaft. Two trenches were excavated. Trench 2 lift shaft, 2.5m x 2.5m, 2m deep. Despite truncation down to 1.8m, archaeological levels were recorded below that depth",,,Summary,,Primary,
ea21457d-46d3-4c37-b311-f0bccd44b12e,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2005.69,,,,,,,,,,,,,,,,,,
ea21457d-46d3-4c37-b311-f0bccd44b12e,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln College,,,,,,,,,,,Site Name,
ea241e6e-8df7-4a0b-b7d0-0b38302e80de,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.495702733808969 53.2315767201375)),9553,,,,,,Trial Trench at Allenby Road Estate,TRIAL TRENCH,,,,,"Archaeological Evaluation consisting of geophysical survey and 18 trial trenches. Trench 18, 40m x 2m north-north-east-south-south-west (outside city boundary)",,,Summary,,Primary,
ea241e6e-8df7-4a0b-b7d0-0b38302e80de,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2004.251,,,,,,,,,,,,,,,,,,
ea241e6e-8df7-4a0b-b7d0-0b38302e80de,,,,,,,,,,,,,,,,,,,,,,,,,Allenby Road Industrial Estate Roads,,,,,,,,,,,Site Name,
ea2c50c6-ac8b-4178-a928-fff90bc6cf6a,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.536435787556069 53.2321107874165)),7946,,,,,,Building Survey at Lindum Road/Danesgate,BUILDING SURVEY,,,,,Building survey for Usher Gallery Conservation Plan.,,,Summary,,Primary,
ea2c50c6-ac8b-4178-a928-fff90bc6cf6a,,,,,,,,,,,,,,,,,,,,,,,,,Usher Gallery,,,,,,,,,,,Site Name,
ea43c3b0-81a3-4972-8579-388070f3f674,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.54634368915603 53.2164911679553)),10155,,,,,,Evaluation at 21 High Street,EVALUATION,,,,,Archaeological evaluation of two trenches.,,,Summary,,Primary,
ea43c3b0-81a3-4972-8579-388070f3f674,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2007.131,,,,,,,,,,,,,,,,,,
ea43c3b0-81a3-4972-8579-388070f3f674,,,,,,,,,,,,,,,,,,,,,,,,,Golden Eagle PH,,,,,,,,,,,Site Name,
ea4cae53-465b-4229-80ca-44373a174147,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.53657 53.237532, -0.536573 53.237488, -0.536551 53.237488, -0.5365529999999999 53.237476, -0.53657 53.237476, -0.536572 53.237447, -0.536533 53.237446, -0.536536 53.237387, -0.536571 53.237388, -0.5365839999999999 53.237388, -0.536581 53.237431, -0.536695 53.237434, -0.536706 53.237276, -0.536578 53.237272, -0.536573 53.23735, -0.536539 53.237349, -0.536541 53.237317, -0.5364 53.237314, -0.5364 53.237301, -0.536312 53.237298, -0.536312 53.237312, -0.536142 53.237308, -0.536143 53.237295, -0.5360279999999999 53.237292, -0.536026 53.237324, -0.536009 53.237324, -0.536006 53.237364, -0.536023 53.237364, -0.536022 53.23738, -0.536144 53.237383, -0.536142 53.237414, -0.536341 53.237418, -0.53634 53.237431, -0.536416 53.237433, -0.536417 53.23742, -0.536438 53.237421, -0.536435 53.237459, -0.5363560000000001 53.237457, -0.536351 53.237527, -0.53657 53.237532)))",88,,,,,,Watching Brief at Church Lane,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief) during underpinning works. Shallow excavations revealed only disturbance related to the construction of the property. Deposits below may have been ditch fill but no datable finds were recovered.,,,Summary,,Primary,
ea4cae53-465b-4229-80ca-44373a174147,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,
ea4cae53-465b-4229-80ca-44373a174147,,,,,,,,,,,,,,,,,,,,,,,,,Francis Hill Court Church Lane,,,,,,,,,,,Site Name,
ea57fc45-2f79-4892-bdb3-1957e713a51e,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.548705652382831 53.2365578483416)),7923,,,,,,Watching Brief at Yarborough Road,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) of trenches excavated during relining and reconfiguration of water mains. Trench thirty-five of 48. Trench 31a, Yarborough Road. Only previously disturbed deposits and apparently natural clay were observed.",,,Summary,,Primary,
ea57fc45-2f79-4892-bdb3-1957e713a51e,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2002.235,,,,,,,,,,,,,,,,,,
ea57fc45-2f79-4892-bdb3-1957e713a51e,,,,,,,,,,,,,,,,,,,,,,,,,Westgate Water Mains Replacement,,,,,,,,,,,Site Name,
ea58d9a3-4063-4745-8876-c35c8dd61bd3,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.532076 53.239583, -0.532076 53.239661, -0.5322480000000001 53.239663, -0.532249 53.239582, -0.532076 53.239583)))",669,,,,,,Watching Brief at Nettleham Road,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief). Area 2 of two. Extension work to the building created trenches to a depth of 1.2m. Layers of sandy soil sealed a concentration of limestone brash at the limit of excavation. No archaeological features or finds,,,Summary,,Primary,
ea58d9a3-4063-4745-8876-c35c8dd61bd3,,,,,,,,,,,,,,,,,,,,,,,,,Cathedral Nursing Home 23 Nettleham Road,,,,,,,,,,,Site Name,
ea92b1df-4fe7-4723-bed9-05a716fb4d78,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.535360883112073 53.2372666262469)),689,,,,,,Watching Brief at Northgate,WATCHING BRIEF,,,,,Area 2 of three. Level of garden lowered by 0.40m. All deposits consistent with garden soil and late backfill of ditch. No archaeological features or finds and all artefactual material observed of modern date,,,Summary,,Primary,
ea92b1df-4fe7-4723-bed9-05a716fb4d78,,,,,,,,,,,,,,,,,,,,,,,,,21 Northgate,,,,,,,,,,,Site Name,
eab3c7dc-ea36-43cb-bb70-c2bc36c09a70,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.540201186219974 53.2293252246887)),304,,,,,,Watching Brief at High Street,WATCHING BRIEF,,,,,A large circular pit containing pottery was uncovered when Battles the Chemist was developed by the Gas Board. No later material was found and the pottery was dated to 1730-40,,,Summary,,Primary,
eab3c7dc-ea36-43cb-bb70-c2bc36c09a70,,,,,,,,,,,,,,,,,,,,,,,,,294 High Street (British Gas),,,,,,,,,,,Site Name,
eabd43ca-a7d3-4bfa-898f-cd0e7192f233,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.552165967933031 53.2272597085692)),987,,,,,,Geotechnical Test Pit at Brayford South/Holmes,GEOTECHNICAL TEST PIT,,,,,Pit 38 of sixty one. TP42,,,Summary,,Primary,
eabd43ca-a7d3-4bfa-898f-cd0e7192f233,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,15.94,,,,,,,,,,,,,,,,,,
eabd43ca-a7d3-4bfa-898f-cd0e7192f233,,,,,,,,,,,,,,,,,,,,,,,,,University College of Lincolnshire,,,,,,,,,,,Site Name,
eadfb98f-7e91-41bc-849f-b73341e8c419,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.537621780473065 53.2346784003912)),10333,,,,,,Building Survey at Minster Yard,BUILDING SURVEY,,,,,Survey of the building as part of the Lincoln Cathedral and Close Conservation Plan,,,Summary,,Primary,
eadfb98f-7e91-41bc-849f-b73341e8c419,,,,,,,,,,,,,,,,,,,,,,,,,22 Minster Yard,,,,,,,,,,,Site Name,
eae30b06-7144-450a-b92d-4ac0c59d8bee,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5378566581887469 53.2374590782135)),4140,,,,,,Electricity sub station,PHOTOGRAPHIC SURVEY,,,,,The building was recorded and photographed as part of 1998 Industrial Archaeology Survey project,,,Summary,,Site Name,
eae30b06-7144-450a-b92d-4ac0c59d8bee,,,,,,,,,,,,,,,,,,,,,,,,,Photographic Survey at Church Lane,,,,,,,,,,,Primary,
eaedf454-d115-4f71-b4e9-c355ccc1efec,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.541535328872235 53.234591503123)),10886,,,,,,Borehole Survey at Lincoln Castle,BOREHOLE SURVEY,,,,,"A programme of archaeological evaluation was carried out in advance of the construction of a new Heritage Skills Centre. It consisted of four Evaluation trenches (interventions 4-7) and a traverse of seven bore holes (BH1-BH7). BH2 reached natural limestone bedrock  c57.5m AOD. Above was clayey silt, a layer of limestone fragments, layers of clayey sand, sandy clay, silty clay, lime mortar, sandy clay, and mortar and tarmac. Interpreted as layers belonging to the buried make-up of the motte of Lucy Tower.",,,Summary,,Primary,
eaedf454-d115-4f71-b4e9-c355ccc1efec,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2009.27,,,,,,,,,,,,,,,,,,
eaedf454-d115-4f71-b4e9-c355ccc1efec,,,,,,,,,,,,,,,,,,,,,,,,,Heritage Skills Centre,,,,,,,,,,,Site Name,
eb007cf1-580f-4d53-ae33-290a0dd32a9c,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.536384 53.234607, -0.536386 53.2346, -0.536211 53.234589, -0.53625 53.23437, -0.536238 53.234369, -0.536197 53.234595, -0.536384 53.234607)))",1214,,,,,,Excavation at Minster Yard,EXCAVATION,,,,,Excavation and Watching brief site on groundworks for the laying of new electricity cabling. Area 2 of seven. Area II in the north transept and nave,,,Summary,,Primary,
eb007cf1-580f-4d53-ae33-290a0dd32a9c,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2005.223,,,,,,,,,,,,,,,,,,
eb007cf1-580f-4d53-ae33-290a0dd32a9c,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln Cathedral Other Works,,,,,,,,,,,Site Name,
eb2632a5-5d6f-45ea-8aac-3e2e180cbb53,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.539137555509857 53.2328451215502)),141,,,,,,Excavation at Michaelgate,EXCAVATION,,,,,Excavation site of three trenches/areas.,,,Summary,,Primary,
eb2632a5-5d6f-45ea-8aac-3e2e180cbb53,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2000.216,,,,,,,,,,,,,,,,,,
eb2632a5-5d6f-45ea-8aac-3e2e180cbb53,,,,,,,,,,,,,,,,,,,,,,,,,"Michaelgate, Chestnut House 1984",,,,,,,,,,,Site Name,
eb298e80-d551-4b36-be9e-41754dc294b9,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.543223515953254 53.2312050761548)),179,,,,,,Casual Observation at Beaumont Fee,CASUAL OBSERVATION,,,,,"A section of the colonia wall rampart was located during foundation building. Pot from immediately below the rampart was dated AD 150, rubbish and debris was dated AD 180 and the tipped layers on the rampart dated to the first quarter of the 3rd century",,,Summary,,Primary,
eb298e80-d551-4b36-be9e-41754dc294b9,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,38.77,,,,,,,,,,,,,,,,,,
eb298e80-d551-4b36-be9e-41754dc294b9,,,,,,,,,,,,,,,,,,,,,,,,,"Beaumont Manor, Beaumont Fee",,,,,,,,,,,Site Name,
eb2af52b-bd8c-4be2-8477-957cc66f1df1,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5374565330765561 53.2285364491011)),5026,,,,,,Borehole Survey at Waterside North,BOREHOLE SURVEY,,,,,Archaeological Recording and Observation in conjunction with geotechnical investigations. Borehole one of two. Borehole 1.,,,Summary,,Primary,
eb2af52b-bd8c-4be2-8477-957cc66f1df1,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2000.162,,,,,,,,,,,,,,,,,,
eb2af52b-bd8c-4be2-8477-957cc66f1df1,,,,,,,,,,,,,,,,,,,,,,,,,"Slipper Baths, Waterside North",,,,,,,,,,,Site Name,
eb3e6bbb-b434-4bc1-b9df-1383eceb1c0b,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.534979272699225 53.2335222478671)),7607,,,,,,Building Survey at 1 Greestone Place,BUILDING SURVEY,,,,,"The history of the plot was examined, and buildings surveyed, as part of The Survey of Ancient Houses in Lincoln.  Survey no. S29",,,Summary,,Primary,
eb3e6bbb-b434-4bc1-b9df-1383eceb1c0b,,,,,,,,,,,,,,,,,,,,,,,,,1 Greestone Place,,,,,,,,,,,Site Name,
eb405ba9-64f5-4ec8-a8d9-d38f82b1c530,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.535355 53.236274, -0.535519 53.236278, -0.53552 53.236261, -0.5353560000000001 53.236258, -0.535355 53.236274)))",1693,,,,,,Watching Brief at Langworthgate,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) on six geotechnical test pits (Test Pits 11-16). Test pit 16, 1.5m x 1m, In advance of the construction of 25-33 Langworthgate. No features or finds were recorded.",,,Summary,,Primary,
eb405ba9-64f5-4ec8-a8d9-d38f82b1c530,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2006.72,,,,,,,,,,,,,,,,,,
eb405ba9-64f5-4ec8-a8d9-d38f82b1c530,,,,,,,,,,,,,,,,,,,,,,,,,Langworthgate,,,,,,,,,,,Site Name,
eb4b7502-6c59-433d-b08f-a6300381ee49,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.535482946245374 53.2310562858604)),6251,,,,,,Watching Brief at Monks Road,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief) site. Area 5 of eight. Womens prison area,,,Summary,,Primary,
eb4b7502-6c59-433d-b08f-a6300381ee49,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,139.97,,,,,,,,,,,,,,,,,,
eb4b7502-6c59-433d-b08f-a6300381ee49,,,,,,,,,,,,,,,,,,,,,,,,,The Sessions House,,,,,,,,,,,Site Name,
eb52a32d-2c9e-447f-b40e-d879d7b5929b,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.544387 53.233204, -0.544547 53.233257, -0.544588 53.23321, -0.5444290000000001 53.233157, -0.544387 53.233204)))",9780,,,,,,Watching Brief at 14 Victoria Terrace,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) during groundworks for the construction of a residential dwelling. Above natural clay were brick foundations and a brick floor (probably from a pig-sty), sealed by a layer of modern ash and clinker, probably a make-up layer for Victoria Passage. No earlier archaeological deposits were recorded",,,Summary,,Primary,
eb52a32d-2c9e-447f-b40e-d879d7b5929b,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2004.271,,,,,,,,,,,,,,,,,,
eb52a32d-2c9e-447f-b40e-d879d7b5929b,,,,,,,,,,,,,,,,,,,,,,,,,Land to the rear of 14 Victoria Terrace,,,,,,,,,,,Site Name,
eb8db8cb-c9c9-48a9-b33b-7b19249a1ecf,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.543781928700805 53.2354999529964)),439,,,,,,Watching Brief at The Lawn /Union Road,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief). An east-west machine dug sewer trench to a depth of 1.85m exposed limestone blocks to the west end,,,Summary,,Primary,
eb8db8cb-c9c9-48a9-b33b-7b19249a1ecf,,,,,,,,,,,,,,,,,,,,,,,,,The Lawn,,,,,,,,,,,Site Name,
eb987b2d-1749-4f87-92da-07a33191b682,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.540945731756634 53.2347461012027)),7728,,,,,,Watching Brief at Lincoln Castle,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief) during groundworks for a gas main renewal,,,Summary,,Primary,
eb987b2d-1749-4f87-92da-07a33191b682,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2002.398,,,,,,,,,,,,,,,,,,
eb987b2d-1749-4f87-92da-07a33191b682,,,,,,,,,,,,,,,,,,,,,,,,,Gas Mains Renewal and Removal of Overburden,,,,,,,,,,,Site Name,
eba20457-db0b-45b8-a34b-3e02aef2aa17,,,Alan Vince,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.538913 53.254806, -0.538913 53.254811, -0.538961 53.254808, -0.538964 53.2547, -0.538975 53.254655, -0.538985 53.254611, -0.539002 53.254576, -0.539022 53.254545, -0.539063 53.254511, -0.539102 53.254486, -0.539158 53.254465, -0.539202 53.254449, -0.539234 53.254441, -0.539263 53.254433, -0.539309 53.254424, -0.5393559999999999 53.254419, -0.539407 53.25442, -0.539444 53.254422, -0.539496 53.254427, -0.539527 53.254433, -0.539586 53.254441, -0.539649 53.254456, -0.5398230000000001 53.254487, -0.539895 53.2545, -0.539914 53.254477, -0.539838 53.254464, -0.5397110000000001 53.254442, -0.53962 53.254426, -0.539558 53.254415, -0.539501 53.254404, -0.539408 53.254395, -0.539347 53.254397, -0.539343 53.254397, -0.539291 53.254405, -0.53928 53.254407, -0.539256 53.254412, -0.539225 53.254418, -0.539204 53.254424, -0.539142 53.254442, -0.539084 53.254464, -0.539022 53.254505, -0.538988 53.254538, -0.538958 53.254582, -0.538949 53.254603, -0.538938 53.254641, -0.538928 53.254664, -0.538919 53.254725, -0.538915 53.254761, -0.538913 53.254806)))",4230,,,,,,Watching Brief at Riseholme Road,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief),,,Summary,,Primary,
eba20457-db0b-45b8-a34b-3e02aef2aa17,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln by-pass,,,,,,,,,,,Site Name,
eba6c19c-c472-485c-a8e8-fa40bd9b4b21,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.55316974331952 53.2019210947928)),8920,,,,,,Watching Brief at Beech Street/Newark Road,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) during the excavation of groundworks for foundation and services trenches associated with the construction of three blocks of flats. Soakaway 3, no 13 out of 25 areas of investigation",,,Summary,,Primary,
eba6c19c-c472-485c-a8e8-fa40bd9b4b21,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2003.76,,,,,,,,,,,,,,,,,,
eba6c19c-c472-485c-a8e8-fa40bd9b4b21,,,,,,,,,,,,,,,,,,,,,,,,,Land adjacent to Beech Street and Newark Road,,,,,,,,,,,Site Name,
ebbab908-b25f-49bd-a2ed-29ab45c7005e,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53747954124131 53.2318179506364)),6270,,,,,,Excavation at Danesgate,EXCAVATION,,,,,"Archaeological recording of six trenches excavated as part of a programme of building stabilisation, prior to redevelopment for Museum. Trench five of six. Trench 5",,,Summary,,Primary,
ebbab908-b25f-49bd-a2ed-29ab45c7005e,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2000.264,,,,,,,,,,,,,,,,,,
ebbab908-b25f-49bd-a2ed-29ab45c7005e,,,,,,,,,,,,,,,,,,,,,,,,,Danesgate Multi-Storey Car park,,,,,,,,,,,Site Name,
ebc86996-7dd1-4121-8551-3f644154b8fe,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.54297694189512 53.2322898080346)),3233,,,,,,Excavation at West Parade/Motherby Hill,EXCAVATION,,,,,Excavation report,,,Summary,,Primary,
ebc86996-7dd1-4121-8551-3f644154b8fe,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,139.99,,,,,,,,,,,,,,,,,,
ebc86996-7dd1-4121-8551-3f644154b8fe,,,,,,,,,,,,,,,,,,,,,,,,,West Parade - Interval tower,,,,,,,,,,,Site Name,
ebd10cbd-8399-47a6-b2bc-5a08040b347e,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.544277208785232 53.2368005084868)),525,,,,,,Watching Brief at Occupation Road,WATCHING BRIEF,,,,,0.5m deep trenches were dug to provide foundations for a new garage. These dug through an existing concrete raft into late make-up and hardcore only. No archaeological features/deposits or finds,,,Summary,,Primary,
ebd10cbd-8399-47a6-b2bc-5a08040b347e,,,,,,,,,,,,,,,,,,,,,,,,,3 Occupation Road,,,,,,,,,,,Site Name,
ebe74e9c-52f9-4692-909d-4258a21a15fd,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.544021873624945 53.2248951155154)),1676,,,,,,Desk Based Assessment at High Street,DESK BASED ASSESSMENT,,,,,Desk top study,,,Summary,,Primary,
ebe74e9c-52f9-4692-909d-4258a21a15fd,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,176.94,,,,,,,,,,,,,,,,,,
ebe74e9c-52f9-4692-909d-4258a21a15fd,,,,,,,,,,,,,,,,,,,,,,,,,St Marks Station,,,,,,,,,,,Site Name,
ebf32656-1c26-4980-a01c-6b4a5b3e852e,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.540452 53.237345, -0.5404369999999999 53.237216, -0.540412 53.237217, -0.54042 53.237299, -0.540381 53.2373, -0.540377 53.237273, -0.540312 53.237275, -0.540314 53.237296, -0.54036 53.237294, -0.540363 53.237312, -0.540422 53.23731, -0.540427 53.237345, -0.540452 53.237345)))",336,,,,,,Excavation at North Row,EXCAVATION,,,,,Excavations were carried out to establish the line and construction of the Roman upper city colonia and legionary defences. The site was within the gardens and buildings of the northernmost cottages of North Row,,,Summary,,Primary,
ebf32656-1c26-4980-a01c-6b4a5b3e852e,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,89.77,,,,,,,,,,,,,,,,,,
ebf32656-1c26-4980-a01c-6b4a5b3e852e,,,,,,,,,,,,,,,,,,,,,,,,,North Row,,,,,,,,,,,Site Name,
ec0a7b93-0c2f-46af-aef8-95a9b2a6728e,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5437820774000049 53.2222492307051)),903,,,,,,Excavation at High Street,EXCAVATION,,,,,Area 8 of fourteen. Publication No. VIII. 1981 trial trench (previously smg81),,,Summary,,Primary,
